date,member_id,base_pv,pnl_1d
2024-01-19,MBR_002,32574639.36,-831971.29
2024-01-19,MBR_003,98539590.56,-447479.84
2024-01-19,MBR_004,-56202080.24,7269077.14
2024-01-19,MBR_005,-129852715.87,-5032709.65
2024-01-19,MBR_006,-202355.06,-1696063.36
2024-01-19,MBR_007,91829106.83,1859991.93
2024-01-19,MBR_008,3457292.17,-1893322.19
2024-01-19,MBR_009,202177669.27,-199695.73
2024-01-19,MBR_010,145186521.42,321604.47
2024-01-22,MBR_001,123084020.0,504213.54
2024-01-22,MBR_002,32918296.16,343656.8
2024-01-22,MBR_003,98092782.2,-446808.37
2024-01-22,MBR_004,-63055294.69,-6853214.45
2024-01-22,MBR_005,-124507677.61,5345038.27
2024-01-22,MBR_006,-352648.41,-150293.35
2024-01-22,MBR_007,93482049.49,1652942.66
2024-01-22,MBR_008,3582803.46,125511.29
2024-01-22,MBR_009,204305520.57,2127851.3
2024-01-22,MBR_010,139122141.21,-6064380.22
2024-01-23,MBR_001,124956622.8,1872602.81
2024-01-23,MBR_002,32933311.48,15015.31
2024-01-23,MBR_003,100146977.3,2054195.11
2024-01-23,MBR_004,-62536941.16,518353.53
2024-01-23,MBR_005,-136080262.37,-11572584.76
2024-01-23,MBR_006,51693.96,404342.37
2024-01-23,MBR_007,87610726.54,-5871322.95
2024-01-23,MBR_008,4517564.94,934761.48
2024-01-23,MBR_009,208992667.84,4687147.28
2024-01-23,MBR_010,141934201.62,2812060.42
2024-01-24,MBR_001,121885182.38,-3071440.42
2024-01-24,MBR_002,32770552.34,-162759.14
2024-01-24,MBR_003,97344629.86,-2802347.44
2024-01-24,MBR_004,-65467837.06,-2930895.9
2024-01-24,MBR_005,-116366196.99,19714065.38
2024-01-24,MBR_006,418911.67,367217.71
2024-01-24,MBR_007,89304496.0,1693769.47
2024-01-24,MBR_008,6577178.81,2059613.87
2024-01-24,MBR_009,206216147.53,-2776520.32
2024-01-24,MBR_010,140589995.04,-1344206.59
2024-01-25,MBR_001,121528638.08,-356544.3
2024-01-25,MBR_002,32171806.14,-598746.2
2024-01-25,MBR_003,96243882.19,-1100747.67
2024-01-25,MBR_004,-55736966.88,9730870.17
2024-01-25,MBR_005,-123368634.45,-7002437.46
2024-01-25,MBR_006,1657977.54,1239065.87
2024-01-25,MBR_007,87123582.44,-2180913.56
2024-01-25,MBR_008,1533926.19,-5043252.62
2024-01-25,MBR_009,208717051.71,2500904.18
2024-01-25,MBR_010,142622938.62,2032943.58
2024-01-26,MBR_001,121916881.88,388243.79
2024-01-26,MBR_002,33215410.3,1043604.17
2024-01-26,MBR_003,94840703.45,-1403178.74
2024-01-26,MBR_004,-67861055.18,-12124088.3
2024-01-26,MBR_005,-117278265.31,6090369.14
2024-01-26,MBR_006,2950685.46,1292707.93
2024-01-26,MBR_007,90143586.01,3020003.56
2024-01-26,MBR_008,2324487.89,790561.7
2024-01-26,MBR_009,213017770.08,4300718.37
2024-01-26,MBR_010,135982610.75,-6640327.87
2024-01-29,MBR_001,121952196.06,35314.18
2024-01-29,MBR_002,32736245.48,-479164.82
2024-01-29,MBR_003,95773528.9,932825.45
2024-01-29,MBR_004,-68965806.2,-1104751.02
2024-01-29,MBR_005,-122511726.52,-5233461.21
2024-01-29,MBR_006,2856346.95,-94338.52
2024-01-29,MBR_007,90930228.53,786642.52
2024-01-29,MBR_008,1189233.07,-1135254.82
2024-01-29,MBR_009,210400499.81,-2617270.27
2024-01-29,MBR_010,143902533.78,7919923.03
2024-01-30,MBR_001,120686887.06,-1265308.99
2024-01-30,MBR_002,32768997.74,32752.26
2024-01-30,MBR_003,97353788.77,1580259.87
2024-01-30,MBR_004,-66669397.33,2296408.87
2024-01-30,MBR_005,-128837872.76,-6326146.24
2024-01-30,MBR_006,2391925.22,-464421.73
2024-01-30,MBR_007,91226151.2,295922.67
2024-01-30,MBR_008,2620760.81,1431527.74
2024-01-30,MBR_009,205681169.44,-4719330.38
2024-01-30,MBR_010,140358042.84,-3544490.94
2024-01-31,MBR_001,123314459.56,2627572.49
2024-01-31,MBR_002,32604279.1,-164718.64
2024-01-31,MBR_003,92274865.39,-5078923.38
2024-01-31,MBR_004,-55458063.72,11211333.61
2024-01-31,MBR_005,-117796715.67,11041157.09
2024-01-31,MBR_006,3921105.21,1529179.99
2024-01-31,MBR_007,83194361.33,-8031789.87
2024-01-31,MBR_008,6825944.04,4205183.23
2024-01-31,MBR_009,208529627.04,2848457.61
2024-01-31,MBR_010,137549835.06,-2808207.77
2024-02-01,MBR_001,123571098.0,256638.44
2024-02-01,MBR_002,32291935.48,-312343.62
2024-02-01,MBR_003,95826118.0,3551252.61
2024-02-01,MBR_004,-50471422.69,4986641.03
2024-02-01,MBR_005,-113699534.26,4097181.41
2024-02-01,MBR_006,3108787.48,-812317.73
2024-02-01,MBR_007,83042823.53,-151537.8
2024-02-01,MBR_008,5397658.72,-1428285.32
2024-02-01,MBR_009,214193798.31,5664171.26
2024-02-01,MBR_010,136282691.24,-1267143.82
2024-02-02,MBR_001,120326218.24,-3244879.76
2024-02-02,MBR_002,30517205.52,-1774729.96
2024-02-02,MBR_003,91165140.26,-4660977.74
2024-02-02,MBR_004,-51046517.39,-575094.71
2024-02-02,MBR_005,-113300830.1,398704.16
2024-02-02,MBR_006,3263972.52,155185.05
2024-02-02,MBR_007,81548876.35,-1493947.17
2024-02-02,MBR_008,7283499.77,1885841.05
2024-02-02,MBR_009,212679622.43,-1514175.88
2024-02-02,MBR_010,134293713.32,-1988977.92
2024-02-05,MBR_001,120991698.0,665479.76
2024-02-05,MBR_002,30324404.25,-192801.27
2024-02-05,MBR_003,91961646.75,796506.49
2024-02-05,MBR_004,-55351070.06,-4304552.67
2024-02-05,MBR_005,-113391756.08,-90925.99
2024-02-05,MBR_006,6215581.85,2951609.33
2024-02-05,MBR_007,83119512.69,1570636.34
2024-02-05,MBR_008,9002905.83,1719406.06
2024-02-05,MBR_009,215086005.05,2406382.62
2024-02-05,MBR_010,132678641.65,-1615071.67
2024-02-06,MBR_001,117335806.9,-3655891.1
2024-02-06,MBR_002,32352953.0,2028548.75
2024-02-06,MBR_003,93760451.8,1798805.05
2024-02-06,MBR_004,-52582187.45,2768882.61
2024-02-06,MBR_005,-106049431.66,7342324.43
2024-02-06,MBR_006,4079138.61,-2136443.24
2024-02-06,MBR_007,85027179.78,1907667.09
2024-02-06,MBR_008,4507909.45,-4494996.38
2024-02-06,MBR_009,214772244.18,-313760.86
2024-02-06,MBR_010,134673904.9,1995263.25
2024-02-07,MBR_001,123306839.32,5971032.42
2024-02-07,MBR_002,32212625.8,-140327.2
2024-02-07,MBR_003,91209250.88,-2551200.92
2024-02-07,MBR_004,-59204215.52,-6622028.07
2024-02-07,MBR_005,-114929156.32,-8879724.66
2024-02-07,MBR_006,6550988.84,2471850.24
2024-02-07,MBR_007,84843335.23,-183844.55
2024-02-07,MBR_008,6816100.55,2308191.09
2024-02-07,MBR_009,217835392.36,3063148.18
2024-02-07,MBR_010,133927635.36,-746269.54
2024-02-08,MBR_001,117515488.9,-5791350.42
2024-02-08,MBR_002,31958426.23,-254199.57
2024-02-08,MBR_003,98856277.04,7647026.16
2024-02-08,MBR_004,-50627927.22,8576288.3
2024-02-08,MBR_005,-100272556.49,14656599.83
2024-02-08,MBR_006,5797267.87,-753720.98
2024-02-08,MBR_007,82036435.11,-2806900.12
2024-02-08,MBR_008,6968025.63,151925.08
2024-02-08,MBR_009,219362894.9,1527502.54
2024-02-08,MBR_010,135511573.9,1583938.54
2024-02-09,MBR_001,119966410.42,2450921.52
2024-02-09,MBR_002,31329013.45,-629412.78
2024-02-09,MBR_003,96612050.76,-2244226.28
2024-02-09,MBR_004,-49149614.76,1478312.46
2024-02-09,MBR_005,-108365805.26,-8093248.77
2024-02-09,MBR_006,6410274.09,613006.22
2024-02-09,MBR_007,83793985.87,1757550.76
2024-02-09,MBR_008,7962853.22,994827.59
2024-02-09,MBR_009,223044304.29,3681409.39
2024-02-09,MBR_010,138410072.56,2898498.66
2024-02-12,MBR_001,121546128.0,1579717.58
2024-02-12,MBR_002,31989873.96,660860.5
2024-02-12,MBR_003,95937076.24,-674974.52
2024-02-12,MBR_004,-53197681.32,-4048066.56
2024-02-12,MBR_005,-111529375.89,-3163570.63
2024-02-12,MBR_006,7500481.99,1090207.9
2024-02-12,MBR_007,83383297.08,-410688.79
2024-02-12,MBR_008,9078891.08,1116037.86
2024-02-12,MBR_009,219248508.16,-3795796.13
2024-02-12,MBR_010,140921570.32,2511497.76
2024-02-13,MBR_001,112335612.24,-9210515.76
2024-02-13,MBR_002,30180100.44,-1809773.51
2024-02-13,MBR_003,90833510.76,-5103565.48
2024-02-13,MBR_004,-53555329.32,-357648.0
2024-02-13,MBR_005,-99611266.84,11918109.06
2024-02-13,MBR_006,-1178305.8,-8678787.8
2024-02-13,MBR_007,83063326.7,-319970.38
2024-02-13,MBR_008,8265568.87,-813322.21
2024-02-13,MBR_009,231767042.41,12518534.25
2024-02-13,MBR_010,132184969.56,-8736600.75
2024-02-14,MBR_001,114241568.41,1905956.17
2024-02-14,MBR_002,30816052.49,635952.05
2024-02-14,MBR_003,94519169.67,3685658.91
2024-02-14,MBR_004,-56905810.22,-3350480.9
2024-02-14,MBR_005,-96876334.22,2734932.62
2024-02-14,MBR_006,995728.63,2174034.43
2024-02-14,MBR_007,82936938.79,-126387.91
2024-02-14,MBR_008,5026036.58,-3239532.29
2024-02-14,MBR_009,229887636.36,-1879406.04
2024-02-14,MBR_010,135348319.66,3163350.1
2024-02-15,MBR_001,116025701.72,1784133.32
2024-02-15,MBR_002,30791535.6,-24516.89
2024-02-15,MBR_003,94278158.05,-241011.62
2024-02-15,MBR_004,-57911556.17,-1005745.95
2024-02-15,MBR_005,-97710701.34,-834367.12
2024-02-15,MBR_006,22535.22,-973193.41
2024-02-15,MBR_007,84610489.98,1673551.19
2024-02-15,MBR_008,4784765.98,-241270.6
2024-02-15,MBR_009,220063030.57,-9824605.79
2024-02-15,MBR_010,133313616.2,-2034703.46
2024-02-16,MBR_001,116853103.44,827401.72
2024-02-16,MBR_002,32312567.77,1521032.17
2024-02-16,MBR_003,93183478.44,-1094679.62
2024-02-16,MBR_004,-61935526.16,-4023969.99
2024-02-16,MBR_005,-104041079.16,-6330377.82
2024-02-16,MBR_006,549804.55,527269.34
2024-02-16,MBR_007,84946470.93,335980.95
2024-02-16,MBR_008,4117741.42,-667024.57
2024-02-16,MBR_009,214750496.27,-5312534.31
2024-02-16,MBR_010,134653189.96,1339573.77
2024-02-19,MBR_001,115534982.23,-1318121.21
2024-02-19,MBR_002,31764377.34,-548190.43
2024-02-19,MBR_003,92095304.4,-1088174.04
2024-02-19,MBR_004,-58796289.3,3139236.86
2024-02-19,MBR_005,-103001005.12,1040074.04
2024-02-19,MBR_006,1851238.03,1301433.48
2024-02-19,MBR_007,78765820.45,-6180650.48
2024-02-19,MBR_008,5765809.76,1648068.35
2024-02-19,MBR_009,223464038.86,8713542.59
2024-02-19,MBR_010,135643457.93,990267.97
2024-02-20,MBR_001,115276089.06,-258893.17
2024-02-20,MBR_002,31801572.37,37195.02
2024-02-20,MBR_003,92502751.84,407447.45
2024-02-20,MBR_004,-61502859.75,-2706570.45
2024-02-20,MBR_005,-110471806.89,-7470801.76
2024-02-20,MBR_006,-2882782.76,-4734020.79
2024-02-20,MBR_007,84982172.14,6216351.68
2024-02-20,MBR_008,3591514.93,-2174294.83
2024-02-20,MBR_009,224284504.1,820465.24
2024-02-20,MBR_010,128059609.65,-7583848.28
2024-02-21,MBR_001,113171048.62,-2105040.44
2024-02-21,MBR_002,30575224.01,-1226348.36
2024-02-21,MBR_003,91075163.83,-1427588.02
2024-02-21,MBR_004,-51566509.42,9936350.33
2024-02-21,MBR_005,-98676122.56,11795684.33
2024-02-21,MBR_006,1614427.38,4497210.13
2024-02-21,MBR_007,81431930.13,-3550242.01
2024-02-21,MBR_008,548369.72,-3043145.21
2024-02-21,MBR_009,225402736.91,1118232.81
2024-02-21,MBR_010,135460073.48,7400463.83
2024-02-22,MBR_001,113381147.66,210099.04
2024-02-22,MBR_002,30695959.62,120735.61
2024-02-22,MBR_003,89596344.38,-1478819.45
2024-02-22,MBR_004,-73456544.65,-21890035.23
2024-02-22,MBR_005,-110200584.46,-11524461.9
2024-02-22,MBR_006,-275127.98,-1889555.35
2024-02-22,MBR_007,88207384.8,6775454.67
2024-02-22,MBR_008,1572082.78,1023713.05
2024-02-22,MBR_009,224977775.74,-424961.18
2024-02-22,MBR_010,130615415.62,-4844657.86
2024-02-23,MBR_001,113312663.58,-68484.08
2024-02-23,MBR_002,29794425.16,-901534.46
2024-02-23,MBR_003,88907430.46,-688913.92
2024-02-23,MBR_004,-67323643.97,6132900.68
2024-02-23,MBR_005,-115776709.0,-5576124.54
2024-02-23,MBR_006,2221772.89,2496900.86
2024-02-23,MBR_007,87274460.8,-932924.0
2024-02-23,MBR_008,1185905.47,-386177.31
2024-02-23,MBR_009,233234251.65,8256475.92
2024-02-23,MBR_010,131597434.81,982019.19
2024-02-26,MBR_001,112503309.12,-809354.46
2024-02-26,MBR_002,30849347.8,1054922.64
2024-02-26,MBR_003,92083855.68,3176425.22
2024-02-26,MBR_004,-71961338.98,-4637695.01
2024-02-26,MBR_005,-116188184.22,-411475.21
2024-02-26,MBR_006,3663616.82,1441843.93
2024-02-26,MBR_007,85624072.14,-1650388.66
2024-02-26,MBR_008,-2177742.5,-3363647.97
2024-02-26,MBR_009,226869467.36,-6364784.3
2024-02-26,MBR_010,130071632.52,-1525802.29
2024-02-27,MBR_001,110970019.88,-1533289.23
2024-02-27,MBR_002,29692630.08,-1156717.72
2024-02-27,MBR_003,87333309.58,-4750546.1
2024-02-27,MBR_004,-57372341.98,14588997.0
2024-02-27,MBR_005,-112211350.93,3976833.29
2024-02-27,MBR_006,3765330.63,101713.81
2024-02-27,MBR_007,85100756.5,-523315.64
2024-02-27,MBR_008,-1655963.58,521778.92
2024-02-27,MBR_009,223294863.25,-3574604.11
2024-02-27,MBR_010,126927400.44,-3144232.07
2024-02-28,MBR_001,111772178.27,802158.38
2024-02-28,MBR_002,30286761.05,594130.97
2024-02-28,MBR_003,86041945.06,-1291364.52
2024-02-28,MBR_004,-66944454.24,-9572112.26
2024-02-28,MBR_005,-111099534.94,1111815.99
2024-02-28,MBR_006,539932.14,-3225398.49
2024-02-28,MBR_007,83197781.96,-1902974.54
2024-02-28,MBR_008,-1238963.75,416999.83
2024-02-28,MBR_009,222173646.97,-1121216.28
2024-02-28,MBR_010,128408997.24,1481596.79
2024-02-29,MBR_001,112487027.88,714849.61
2024-02-29,MBR_002,29435255.68,-851505.37
2024-02-29,MBR_003,88305869.8,2263924.74
2024-02-29,MBR_004,-65879223.23,1065231.01
2024-02-29,MBR_005,-104262051.67,6837483.27
2024-02-29,MBR_006,-3782537.64,-4322469.78
2024-02-29,MBR_007,78630937.18,-4566844.77
2024-02-29,MBR_008,-4042995.53,-2804031.78
2024-02-29,MBR_009,210352587.86,-11821059.11
2024-02-29,MBR_010,127470609.88,-938387.36
2024-03-01,MBR_001,114797125.3,2310097.42
2024-03-01,MBR_002,29764419.58,329163.89
2024-03-01,MBR_003,87076745.48,-1229124.33
2024-03-01,MBR_004,-63401966.13,2477257.1
2024-03-01,MBR_005,-112074331.39,-7812279.72
2024-03-01,MBR_006,-3811497.51,-28959.87
2024-03-01,MBR_007,83934758.25,5303821.07
2024-03-01,MBR_008,-4877727.58,-834732.04
2024-03-01,MBR_009,210585782.96,233195.1
2024-03-01,MBR_010,128388212.75,917602.87
2024-03-04,MBR_001,111884894.38,-2912230.92
2024-03-04,MBR_002,29662884.82,-101534.75
2024-03-04,MBR_003,88582735.05,1505989.58
2024-03-04,MBR_004,-72546408.21,-9144442.08
2024-03-04,MBR_005,-104275751.88,7798579.51
2024-03-04,MBR_006,-3757374.68,54122.83
2024-03-04,MBR_007,81911813.79,-2022944.46
2024-03-04,MBR_008,-3456568.34,1421159.23
2024-03-04,MBR_009,216916250.16,6330467.2
2024-03-04,MBR_010,125134581.28,-3253631.47
2024-03-05,MBR_001,115069169.97,3184275.59
2024-03-05,MBR_002,29396608.21,-266276.62
2024-03-05,MBR_003,87628273.93,-954461.12
2024-03-05,MBR_004,-62161351.62,10385056.59
2024-03-05,MBR_005,-113330746.73,-9054994.85
2024-03-05,MBR_006,-3981241.82,-223867.14
2024-03-05,MBR_007,82030629.25,118815.46
2024-03-05,MBR_008,-2906971.78,549596.56
2024-03-05,MBR_009,215903240.7,-1013009.47
2024-03-05,MBR_010,131442777.11,6308195.84
2024-03-06,MBR_001,110754213.07,-4314956.9
2024-03-06,MBR_002,29704733.59,308125.38
2024-03-06,MBR_003,87196449.3,-431824.63
2024-03-06,MBR_004,-65610785.93,-3449434.31
2024-03-06,MBR_005,-109969328.86,3361417.87
2024-03-06,MBR_006,-9065790.46,-5084548.64
2024-03-06,MBR_007,81039238.5,-991390.76
2024-03-06,MBR_008,-4133008.42,-1226036.64
2024-03-06,MBR_009,228123970.56,12220729.86
2024-03-06,MBR_010,127196105.62,-4246671.49
2024-03-07,MBR_001,114501494.44,3747281.37
2024-03-07,MBR_002,29362733.39,-342000.2
2024-03-07,MBR_003,86172721.19,-1023728.11
2024-03-07,MBR_004,-66326899.53,-716113.6
2024-03-07,MBR_005,-113872040.04,-3902711.18
2024-03-07,MBR_006,-7940342.89,1125447.57
2024-03-07,MBR_007,82859828.27,1820589.78
2024-03-07,MBR_008,-2038085.34,2094923.08
2024-03-07,MBR_009,217298815.03,-10825155.53
2024-03-07,MBR_010,127246700.57,50594.95
2024-03-08,MBR_001,111086804.49,-3414689.95
2024-03-08,MBR_002,29427507.38,64773.99
2024-03-08,MBR_003,89017200.28,2844479.09
2024-03-08,MBR_004,-66577908.31,-251008.78
2024-03-08,MBR_005,-119544166.01,-5672125.97
2024-03-08,MBR_006,-9748448.07,-1808105.18
2024-03-08,MBR_007,83770200.4,910372.13
2024-03-08,MBR_008,1246789.06,3284874.4
2024-03-08,MBR_009,210681503.07,-6617311.96
2024-03-08,MBR_010,126370248.02,-876452.55
2024-03-11,MBR_001,108797668.58,-2289135.91
2024-03-11,MBR_002,29038325.2,-389182.18
2024-03-11,MBR_003,87234837.65,-1782362.63
2024-03-11,MBR_004,-75233800.15,-8655891.84
2024-03-11,MBR_005,-110420900.47,9123265.53
2024-03-11,MBR_006,-14753618.42,-5005170.35
2024-03-11,MBR_007,86417737.42,2647537.02
2024-03-11,MBR_008,-1668270.05,-2915059.1
2024-03-11,MBR_009,214984520.22,4303017.15
2024-03-11,MBR_010,123778311.79,-2591936.23
2024-03-12,MBR_001,112978566.54,4180897.96
2024-03-12,MBR_002,30073266.32,1034941.12
2024-03-12,MBR_003,84952184.14,-2282653.5
2024-03-12,MBR_004,-75337076.21,-103276.06
2024-03-12,MBR_005,-115210015.12,-4789114.65
2024-03-12,MBR_006,-13419452.34,1334166.08
2024-03-12,MBR_007,85752219.31,-665518.11
2024-03-12,MBR_008,-2157515.72,-489245.68
2024-03-12,MBR_009,203416420.26,-11568099.95
2024-03-12,MBR_010,128596806.46,4818494.67
2024-03-13,MBR_001,115569940.98,2591374.44
2024-03-13,MBR_002,30039328.7,-33937.62
2024-03-13,MBR_003,90066683.0,5114498.85
2024-03-13,MBR_004,-64649919.32,10687156.89
2024-03-13,MBR_005,-108125772.2,7084242.92
2024-03-13,MBR_006,-6142858.49,7276593.85
2024-03-13,MBR_007,85047033.33,-705185.97
2024-03-13,MBR_008,-7474.29,2150041.44
2024-03-13,MBR_009,211237807.61,7821387.35
2024-03-13,MBR_010,129402895.26,806088.8
2024-03-14,MBR_001,112397803.96,-3172137.02
2024-03-14,MBR_002,30265807.2,226478.5
2024-03-14,MBR_003,87881818.74,-2184864.26
2024-03-14,MBR_004,-70608019.83,-5958100.51
2024-03-14,MBR_005,-112058575.61,-3932803.41
2024-03-14,MBR_006,-11459015.09,-5316156.6
2024-03-14,MBR_007,85180923.58,133890.24
2024-03-14,MBR_008,-5692203.2,-5684728.91
2024-03-14,MBR_009,214770336.99,3532529.38
2024-03-14,MBR_010,127706707.98,-1696187.28
2024-03-15,MBR_001,107932023.21,-4465780.75
2024-03-15,MBR_002,28985427.67,-1280379.53
2024-03-15,MBR_003,87028046.81,-853771.93
2024-03-15,MBR_004,-68909806.85,1698212.98
2024-03-15,MBR_005,-108156195.13,3902380.48
2024-03-15,MBR_006,-15208627.54,-3749612.45
2024-03-15,MBR_007,86454115.87,1273192.29
2024-03-15,MBR_008,-2717263.6,2974939.6
2024-03-15,MBR_009,213885744.98,-884592.01
2024-03-15,MBR_010,125655398.07,-2051309.91
2024-03-18,MBR_001,113860870.16,5928846.95
2024-03-18,MBR_002,28817344.86,-168082.81
2024-03-18,MBR_003,84898495.08,-2129551.73
2024-03-18,MBR_004,-77010788.94,-8100982.1
2024-03-18,MBR_005,-109354463.6,-1198268.47
2024-03-18,MBR_006,-15975959.22,-767331.68
2024-03-18,MBR_007,85074493.17,-1379622.69
2024-03-18,MBR_008,-4163380.07,-1446116.47
2024-03-18,MBR_009,205431833.44,-8453911.54
2024-03-18,MBR_010,127811121.94,2155723.87
