date,member_id,instrument_id,quantity,market_value,delta_equiv,vega_equiv
2024-03-05,MBR_001,ES1,283,63396044.07,14150.0,0.0
2024-03-05,MBR_001,TY1,341,37301103.4,341000.0,0.0
2024-03-05,MBR_001,CL1,233,14372022.5,233000.0,0.0
2024-03-06,MBR_001,ES1,277,60594140.57,13850.0,0.0
2024-03-06,MBR_001,TY1,335,36678078.0,335000.0,0.0
2024-03-06,MBR_001,CL1,221,13481994.5,221000.0,0.0
2024-03-07,MBR_001,ES1,284,61733508.84,14200.0,0.0
2024-03-07,MBR_001,TY1,360,39400920.0,360000.0,0.0
2024-03-07,MBR_001,CL1,224,13367065.6,224000.0,0.0
2024-03-08,MBR_001,ES1,279,61398472.59,13950.0,0.0
2024-03-08,MBR_001,TY1,330,36109260.0,330000.0,0.0
2024-03-08,MBR_001,CL1,227,13579071.9,227000.0,0.0
2024-03-11,MBR_001,ES1,273,58548383.98,13650.0,0.0
2024-03-11,MBR_001,TY1,331,36334763.7,331000.0,0.0
2024-03-11,MBR_001,CL1,229,13914520.9,229000.0,0.0
2024-03-12,MBR_001,ES1,284,60883404.54,14200.0,0.0
2024-03-12,MBR_001,TY1,347,38118644.0,347000.0,0.0
2024-03-12,MBR_001,CL1,226,13976518.0,226000.0,0.0
2024-03-13,MBR_001,ES1,288,62632039.68,14400.0,0.0
2024-03-13,MBR_001,TY1,344,37850216.8,344000.0,0.0
2024-03-13,MBR_001,CL1,241,15087684.5,241000.0,0.0
2024-03-14,MBR_001,ES1,266,56964474.56,13300.0,0.0
2024-03-14,MBR_001,TY1,373,41107845.1,373000.0,0.0
2024-03-14,MBR_001,CL1,229,14325484.3,229000.0,0.0
2024-03-15,MBR_001,ES1,267,56739590.61,13350.0,0.0
2024-03-15,MBR_001,TY1,332,36781715.6,332000.0,0.0
2024-03-15,MBR_001,CL1,235,14410717.0,235000.0,0.0
2024-03-18,MBR_001,ES1,283,60744710.46,14150.0,0.0
2024-03-18,MBR_001,TY1,350,38940230.0,350000.0,0.0
2024-03-18,MBR_001,CL1,233,14175929.7,233000.0,0.0
2024-03-19,MBR_001,ES1,268,57488702.78,13400.0,0.0
2024-03-19,MBR_001,TY1,341,37973964.6,341000.0,0.0
2024-03-19,MBR_001,CL1,214,13930972.0,214000.0,0.0
2024-03-20,MBR_001,ES1,270,57615490.35,13500.0,0.0
2024-03-20,MBR_001,TY1,349,38743746.4,349000.0,0.0
2024-03-20,MBR_001,CL1,217,13180580.0,217000.0,0.0
2024-03-21,MBR_001,ES1,296,63291997.24,14800.0,0.0
2024-03-21,MBR_001,TY1,355,39433258.0,355000.0,0.0
2024-03-21,MBR_001,CL1,222,13382937.0,222000.0,0.0
2024-03-22,MBR_001,ES1,282,61196973.69,14100.0,0.0
2024-03-22,MBR_001,TY1,348,38531534.4,348000.0,0.0
2024-03-22,MBR_001,CL1,229,13267916.5,229000.0,0.0
2024-03-25,MBR_001,ES1,281,61699221.98,14050.0,0.0
2024-03-25,MBR_001,TY1,340,37623754.0,340000.0,0.0
2024-03-25,MBR_001,CL1,230,14323135.0,230000.0,0.0
2024-03-26,MBR_001,ES1,281,61923750.82,14050.0,0.0
2024-03-26,MBR_001,TY1,347,38065587.7,347000.0,0.0
2024-03-26,MBR_001,CL1,232,13981317.6,232000.0,0.0
2024-03-27,MBR_001,ES1,279,62241794.73,13950.0,0.0
2024-03-27,MBR_001,TY1,352,38536889.6,352000.0,0.0
2024-03-27,MBR_001,CL1,235,14173061.5,235000.0,0.0
2024-03-28,MBR_001,ES1,267,59383951.94,13350.0,0.0
2024-03-28,MBR_001,TY1,336,36778694.4,336000.0,0.0
2024-03-28,MBR_001,CL1,239,14188139.4,239000.0,0.0
2024-03-29,MBR_001,ES1,289,65840969.82,14450.0,0.0
2024-03-29,MBR_001,TY1,348,38078334.0,348000.0,0.0
2024-03-29,MBR_001,CL1,229,13500214.1,229000.0,0.0
2024-04-01,MBR_001,ES1,283,64164356.52,14150.0,0.0
2024-04-01,MBR_001,TY1,349,38213510.7,349000.0,0.0
2024-04-01,MBR_001,CL1,220,13013704.0,220000.0,0.0
2024-04-02,MBR_001,ES1,277,62974729.82,13850.0,0.0
2024-04-02,MBR_001,TY1,329,35751903.6,329000.0,0.0
2024-04-02,MBR_001,CL1,227,13402556.7,227000.0,0.0
2024-04-03,MBR_001,ES1,277,64247036.52,13850.0,0.0
2024-04-03,MBR_001,TY1,360,39148776.0,360000.0,0.0
2024-04-03,MBR_001,CL1,216,12310077.6,216000.0,0.0
2024-04-04,MBR_001,ES1,275,62728575.25,13750.0,0.0
2024-04-04,MBR_001,TY1,350,38349570.0,350000.0,0.0
2024-04-04,MBR_001,CL1,234,13726252.8,234000.0,0.0
2024-04-05,MBR_001,ES1,284,64583103.78,14200.0,0.0
2024-04-05,MBR_001,TY1,333,36641322.0,333000.0,0.0
2024-04-05,MBR_001,CL1,230,14147415.0,230000.0,0.0
2024-04-08,MBR_001,ES1,274,62336727.57,13700.0,0.0
2024-04-08,MBR_001,TY1,356,39183353.6,356000.0,0.0
2024-04-08,MBR_001,CL1,230,14365156.0,230000.0,0.0
2024-04-09,MBR_001,ES1,277,63670337.76,13850.0,0.0
2024-04-09,MBR_001,TY1,344,38006083.2,344000.0,0.0
2024-04-09,MBR_001,CL1,221,13617622.2,221000.0,0.0
2024-04-10,MBR_001,ES1,281,64432747.83,14050.0,0.0
2024-04-10,MBR_001,TY1,332,36591512.8,332000.0,0.0
2024-04-10,MBR_001,CL1,231,13989591.0,231000.0,0.0
2024-04-11,MBR_001,ES1,271,62313061.14,13550.0,0.0
2024-04-11,MBR_001,TY1,355,39325267.0,355000.0,0.0
2024-04-11,MBR_001,CL1,230,13469490.0,230000.0,0.0
2024-04-12,MBR_001,ES1,293,67440570.33,14650.0,0.0
2024-04-12,MBR_001,TY1,321,35809251.3,321000.0,0.0
2024-04-12,MBR_001,CL1,239,13865632.8,239000.0,0.0
2024-04-15,MBR_001,ES1,284,67464012.56,14200.0,0.0
2024-04-15,MBR_001,TY1,346,38573429.4,346000.0,0.0
2024-04-15,MBR_001,CL1,245,13935673.5,245000.0,0.0
2024-04-16,MBR_001,ES1,266,61806423.35,13300.0,0.0
2024-04-16,MBR_001,TY1,345,38288203.5,345000.0,0.0
2024-04-16,MBR_001,CL1,238,14202293.0,238000.0,0.0
2024-04-17,MBR_001,ES1,282,66797844.78,14100.0,0.0
2024-04-17,MBR_001,TY1,340,37702532.0,340000.0,0.0
2024-04-17,MBR_001,CL1,234,13291129.8,234000.0,0.0
2024-04-18,MBR_001,ES1,274,63131716.65,13700.0,0.0
2024-04-18,MBR_001,TY1,340,37741598.0,340000.0,0.0
2024-04-18,MBR_001,CL1,226,12878881.2,226000.0,0.0
2024-04-19,MBR_001,ES1,285,65078637.08,14250.0,0.0
2024-04-19,MBR_001,TY1,346,38237290.4,346000.0,0.0
2024-04-19,MBR_001,CL1,247,14919491.6,247000.0,0.0
2024-04-22,MBR_001,ES1,284,62355301.28,14200.0,0.0
2024-04-22,MBR_001,TY1,328,36397766.4,328000.0,0.0
2024-04-22,MBR_001,CL1,235,13848080.0,235000.0,0.0
2024-04-23,MBR_001,ES1,268,57443259.36,13400.0,0.0
2024-04-23,MBR_001,TY1,341,37937477.6,341000.0,0.0
2024-04-23,MBR_001,CL1,230,13884456.0,230000.0,0.0
2024-04-24,MBR_001,ES1,268,60763283.56,13400.0,0.0
2024-04-24,MBR_001,TY1,338,37503939.2,338000.0,0.0
2024-04-24,MBR_001,CL1,226,13706425.4,226000.0,0.0
2024-04-25,MBR_001,ES1,278,63190524.51,13900.0,0.0
2024-04-25,MBR_001,TY1,343,38126988.2,343000.0,0.0
2024-04-25,MBR_001,CL1,230,14265773.0,230000.0,0.0
2024-04-26,MBR_001,ES1,291,65990714.57,14550.0,0.0
2024-04-26,MBR_001,TY1,348,38685524.4,348000.0,0.0
2024-04-26,MBR_001,CL1,232,14919920.0,232000.0,0.0
2024-04-29,MBR_001,ES1,286,64546414.79,14300.0,0.0
2024-04-29,MBR_001,TY1,362,40398693.2,362000.0,0.0
2024-04-29,MBR_001,CL1,239,14863410.0,239000.0,0.0
2024-04-30,MBR_001,ES1,269,60516702.7,13450.0,0.0
2024-04-30,MBR_001,TY1,348,39161623.2,348000.0,0.0
2024-04-30,MBR_001,CL1,235,13902412.0,235000.0,0.0
2024-05-01,MBR_001,ES1,285,63744837.08,14250.0,0.0
2024-05-01,MBR_001,TY1,342,38478043.8,342000.0,0.0
2024-05-01,MBR_001,CL1,230,14056864.0,230000.0,0.0
2024-05-02,MBR_001,ES1,270,60491842.2,13500.0,0.0
2024-05-02,MBR_001,TY1,340,38250748.0,340000.0,0.0
2024-05-02,MBR_001,CL1,222,13471981.2,222000.0,0.0
2024-05-03,MBR_001,ES1,287,64300673.92,14350.0,0.0
2024-05-03,MBR_001,TY1,338,37848023.2,338000.0,0.0
2024-05-03,MBR_001,CL1,224,13272582.4,224000.0,0.0
2024-05-06,MBR_001,ES1,279,62466944.94,13950.0,0.0
2024-05-06,MBR_001,TY1,344,38652734.4,344000.0,0.0
2024-05-06,MBR_001,CL1,226,13040019.2,226000.0,0.0
2024-05-07,MBR_001,ES1,280,63083671.0,14000.0,0.0
2024-05-07,MBR_001,TY1,337,37810254.2,337000.0,0.0
2024-05-07,MBR_001,CL1,233,13960031.9,233000.0,0.0
2024-05-08,MBR_001,ES1,277,62715331.78,13850.0,0.0
2024-05-08,MBR_001,TY1,345,38834131.5,345000.0,0.0
2024-05-08,MBR_001,CL1,228,13685175.6,228000.0,0.0
2024-05-09,MBR_001,ES1,272,61752332.72,13600.0,0.0
2024-05-09,MBR_001,TY1,345,38812120.5,345000.0,0.0
2024-05-09,MBR_001,CL1,220,13637514.0,220000.0,0.0
2024-05-10,MBR_001,ES1,288,66025620.0,14400.0,0.0
2024-05-10,MBR_001,TY1,339,37907624.1,339000.0,0.0
2024-05-10,MBR_001,CL1,244,15131245.2,244000.0,0.0
2024-05-13,MBR_001,ES1,282,64310624.52,14100.0,0.0
2024-05-13,MBR_001,TY1,343,38118035.9,343000.0,0.0
2024-05-13,MBR_001,CL1,226,14418574.0,226000.0,0.0
2024-05-14,MBR_001,ES1,281,63846702.67,14050.0,0.0
2024-05-14,MBR_001,TY1,347,38700181.3,347000.0,0.0
2024-05-14,MBR_001,CL1,232,15144008.8,232000.0,0.0
2024-05-15,MBR_001,ES1,283,64378791.28,14150.0,0.0
2024-05-15,MBR_001,TY1,344,38119224.8,344000.0,0.0
2024-05-15,MBR_001,CL1,237,15498686.1,237000.0,0.0
2024-05-16,MBR_001,ES1,271,61481484.1,13550.0,0.0
2024-05-16,MBR_001,TY1,341,37782561.3,341000.0,0.0
2024-05-16,MBR_001,CL1,234,15183019.8,234000.0,0.0
2024-05-17,MBR_001,ES1,271,60888368.08,13550.0,0.0
2024-05-17,MBR_001,TY1,343,38110970.1,343000.0,0.0
2024-05-17,MBR_001,CL1,240,15722016.0,240000.0,0.0
2024-05-20,MBR_001,ES1,277,64770095.62,13850.0,0.0
2024-05-20,MBR_001,TY1,339,37622660.7,339000.0,0.0
2024-05-20,MBR_001,CL1,237,15493187.7,237000.0,0.0
2024-05-21,MBR_001,ES1,268,62410106.04,13400.0,0.0
2024-05-21,MBR_001,TY1,340,37490270.0,340000.0,0.0
2024-05-21,MBR_001,CL1,237,15777018.9,237000.0,0.0
2024-05-22,MBR_001,ES1,271,62934397.75,13550.0,0.0
2024-05-22,MBR_001,TY1,345,37803375.0,345000.0,0.0
2024-05-22,MBR_001,CL1,230,15137887.0,230000.0,0.0
2024-05-23,MBR_001,ES1,290,68350999.0,14500.0,0.0
2024-05-23,MBR_001,TY1,329,35996844.1,329000.0,0.0
2024-05-23,MBR_001,CL1,227,15141762.6,227000.0,0.0
2024-05-24,MBR_001,ES1,275,66020978.38,13750.0,0.0
2024-05-24,MBR_001,TY1,346,37929385.0,346000.0,0.0
2024-05-24,MBR_001,CL1,233,15555196.5,233000.0,0.0
2024-05-27,MBR_001,ES1,280,66984346.8,14000.0,0.0
2024-05-27,MBR_001,TY1,357,39151368.9,357000.0,0.0
2024-05-27,MBR_001,CL1,234,15990249.6,234000.0,0.0
2024-05-28,MBR_001,ES1,267,65112577.11,13350.0,0.0
2024-05-28,MBR_001,TY1,329,36336141.8,329000.0,0.0
2024-05-28,MBR_001,CL1,227,15577965.8,227000.0,0.0
2024-05-29,MBR_001,ES1,273,66467240.39,13650.0,0.0
2024-05-29,MBR_001,TY1,339,37480111.2,339000.0,0.0
2024-05-29,MBR_001,CL1,237,16097656.2,237000.0,0.0
2024-05-30,MBR_001,ES1,272,67401260.0,13600.0,0.0
2024-05-30,MBR_001,TY1,354,38977240.8,354000.0,0.0
2024-05-30,MBR_001,CL1,237,15704970.9,237000.0,0.0
2024-05-31,MBR_001,ES1,277,68551406.0,13850.0,0.0
2024-05-31,MBR_001,TY1,338,37277175.0,338000.0,0.0
2024-05-31,MBR_001,CL1,238,16004809.8,238000.0,0.0
2024-06-03,MBR_001,ES1,270,67831325.1,13500.0,0.0
2024-06-03,MBR_001,TY1,347,38205741.0,347000.0,0.0
2024-06-03,MBR_001,CL1,231,15549672.6,231000.0,0.0
2024-06-04,MBR_001,ES1,287,71227113.26,14350.0,0.0
2024-06-04,MBR_001,TY1,346,38064532.6,346000.0,0.0
2024-06-04,MBR_001,CL1,230,15503173.0,230000.0,0.0
2024-06-05,MBR_001,ES1,285,70210770.3,14250.0,0.0
2024-06-05,MBR_001,TY1,340,37422508.0,340000.0,0.0
2024-06-05,MBR_001,CL1,233,16018540.3,233000.0,0.0
2024-06-06,MBR_001,ES1,278,70024958.52,13900.0,0.0
2024-06-06,MBR_001,TY1,343,37878862.0,343000.0,0.0
2024-06-06,MBR_001,CL1,220,15698100.0,220000.0,0.0
2024-06-07,MBR_001,ES1,277,69826610.12,13850.0,0.0
2024-06-07,MBR_001,TY1,333,36587309.4,333000.0,0.0
2024-06-07,MBR_001,CL1,233,16663833.8,233000.0,0.0
2024-06-10,MBR_001,ES1,296,72325856.56,14800.0,0.0
2024-06-10,MBR_001,TY1,341,37456872.2,341000.0,0.0
2024-06-10,MBR_001,CL1,236,16749816.8,236000.0,0.0
2024-06-11,MBR_001,ES1,285,68773049.32,14250.0,0.0
2024-06-11,MBR_001,TY1,332,36512928.4,332000.0,0.0
2024-06-11,MBR_001,CL1,234,17093653.2,234000.0,0.0
2024-06-12,MBR_001,ES1,275,67207525.0,13750.0,0.0
2024-06-12,MBR_001,TY1,339,37291593.3,339000.0,0.0
2024-06-12,MBR_001,CL1,235,16652617.0,235000.0,0.0
2024-06-13,MBR_001,ES1,273,67527459.09,13650.0,0.0
2024-06-13,MBR_001,TY1,338,37364818.4,338000.0,0.0
2024-06-13,MBR_001,CL1,235,15817638.5,235000.0,0.0
2024-06-14,MBR_001,ES1,287,71315097.42,14350.0,0.0
2024-06-14,MBR_001,TY1,343,37769273.5,343000.0,0.0
2024-06-14,MBR_001,CL1,234,16101048.6,234000.0,0.0
2024-06-17,MBR_001,ES1,266,65988634.95,13300.0,0.0
2024-06-17,MBR_001,TY1,342,37575163.8,342000.0,0.0
2024-06-17,MBR_001,CL1,233,16486707.2,233000.0,0.0
2024-06-18,MBR_001,ES1,270,66085393.05,13500.0,0.0
2024-06-18,MBR_001,TY1,349,38245828.1,349000.0,0.0
2024-06-18,MBR_001,CL1,231,16354037.7,231000.0,0.0
2024-06-19,MBR_001,ES1,279,67450952.11,13950.0,0.0
2024-06-19,MBR_001,TY1,355,38672457.5,355000.0,0.0
2024-06-19,MBR_001,CL1,238,16843997.8,238000.0,0.0
2024-06-20,MBR_001,ES1,267,65214535.07,13350.0,0.0
2024-06-20,MBR_001,TY1,337,36847984.4,337000.0,0.0
2024-06-20,MBR_001,CL1,233,16259648.7,233000.0,0.0
2024-06-21,MBR_001,ES1,275,67710237.38,13750.0,0.0
2024-06-21,MBR_001,TY1,363,39708751.5,363000.0,0.0
2024-06-21,MBR_001,CL1,237,16537836.3,237000.0,0.0
2024-06-24,MBR_001,ES1,271,68788248.42,13550.0,0.0
2024-06-24,MBR_001,TY1,336,36781113.6,336000.0,0.0
2024-06-24,MBR_001,CL1,222,15634350.0,222000.0,0.0
2024-06-25,MBR_001,ES1,280,72728171.6,14000.0,0.0
2024-06-25,MBR_001,TY1,337,37011463.1,337000.0,0.0
2024-06-25,MBR_001,CL1,226,16063831.4,226000.0,0.0
2024-06-26,MBR_001,ES1,267,71560934.16,13350.0,0.0
2024-06-26,MBR_001,TY1,352,38739430.4,352000.0,0.0
2024-06-26,MBR_001,CL1,225,16348995.0,225000.0,0.0
2024-06-27,MBR_001,ES1,270,70489558.8,13500.0,0.0
2024-06-27,MBR_001,TY1,324,35721129.6,324000.0,0.0
2024-06-27,MBR_001,CL1,232,17120927.2,232000.0,0.0
2024-06-28,MBR_001,ES1,278,73002437.21,13900.0,0.0
2024-06-28,MBR_001,TY1,350,38477495.0,350000.0,0.0
2024-06-28,MBR_001,CL1,239,17729211.2,239000.0,0.0
2024-07-01,MBR_001,ES1,278,71013319.41,13900.0,0.0
2024-07-01,MBR_001,TY1,340,37333836.0,340000.0,0.0
2024-07-01,MBR_001,CL1,219,15850103.1,219000.0,0.0
2024-07-02,MBR_001,ES1,277,71264889.69,13850.0,0.0
2024-07-02,MBR_001,TY1,346,38154319.6,346000.0,0.0
2024-07-02,MBR_001,CL1,231,16420334.7,231000.0,0.0
2024-07-03,MBR_001,ES1,261,67727230.6,13050.0,0.0
2024-07-03,MBR_001,TY1,355,39144181.5,355000.0,0.0
2024-07-03,MBR_001,CL1,234,17175693.6,234000.0,0.0
2024-07-04,MBR_001,ES1,274,70454106.35,13700.0,0.0
2024-07-04,MBR_001,TY1,341,37492233.9,341000.0,0.0
2024-07-04,MBR_001,CL1,217,16560940.9,217000.0,0.0
2024-07-05,MBR_001,ES1,279,72569308.95,13950.0,0.0
2024-07-05,MBR_001,TY1,340,37462254.0,340000.0,0.0
2024-07-05,MBR_001,CL1,223,16968805.9,223000.0,0.0
2024-07-08,MBR_001,ES1,293,75954258.15,14650.0,0.0
2024-07-08,MBR_001,TY1,358,39212599.2,358000.0,0.0
2024-07-08,MBR_001,CL1,234,18277201.8,234000.0,0.0
2024-07-09,MBR_001,ES1,277,68929846.17,13850.0,0.0
2024-07-09,MBR_001,TY1,331,36188594.1,331000.0,0.0
2024-07-09,MBR_001,CL1,230,18603757.0,230000.0,0.0
2024-07-10,MBR_001,ES1,280,67178951.0,14000.0,0.0
