date,risk_factor_id,asset_class,spot,return_1d,vol,bid_ask_bps,avg_daily_volume,liquidity_bucket
2024-02-12,SPX,equity_index,4728.8699,-0.00139529,0.147738,1.0,500000,liquid
2024-02-13,SPX,equity_index,4555.8104,-0.03728284,0.189891,1.0,500000,liquid
2024-02-14,SPX,equity_index,4507.4774,-0.01066576,0.188059,1.0,500000,liquid
2024-02-15,SPX,equity_index,4493.3985,-0.00312834,0.182843,1.0,500000,liquid
2024-02-16,SPX,equity_index,4551.4101,0.01282777,0.191681,1.0,500000,liquid
2024-02-19,SPX,equity_index,4492.4259,-0.01304425,0.186384,1.0,500000,liquid
2024-02-20,SPX,equity_index,4411.0661,-0.01827644,0.190171,1.0,500000,liquid
2024-02-21,SPX,equity_index,4353.5658,-0.01312117,0.185288,1.0,500000,liquid
2024-02-22,SPX,equity_index,4327.6476,-0.00597111,0.185054,1.0,500000,liquid
2024-02-23,SPX,equity_index,4420.4199,0.02121056,0.208375,1.0,500000,liquid
2024-02-26,SPX,equity_index,4429.4024,0.00203,0.209658,1.0,500000,liquid
2024-02-27,SPX,equity_index,4469.6811,0.00905239,0.211398,1.0,500000,liquid
2024-02-28,SPX,equity_index,4388.5843,-0.01831037,0.217352,1.0,500000,liquid
2024-02-29,SPX,equity_index,4352.2424,-0.00831548,0.205469,1.0,500000,liquid
2024-03-01,SPX,equity_index,4330.6675,-0.00496954,0.202212,1.0,500000,liquid
2024-03-04,SPX,equity_index,4343.4285,0.00294234,0.203927,1.0,500000,liquid
2024-03-05,SPX,equity_index,4480.2858,0.03102283,0.239141,1.0,500000,liquid
2024-03-06,SPX,equity_index,4375.0282,-0.02377389,0.250823,1.0,500000,liquid
2024-03-07,SPX,equity_index,4347.4302,-0.00632805,0.247959,1.0,500000,liquid
2024-03-08,SPX,equity_index,4401.3242,0.01232054,0.252775,1.0,500000,liquid
2024-03-11,SPX,equity_index,4289.2589,-0.02579148,0.264442,1.0,500000,liquid
2024-03-12,SPX,equity_index,4287.5637,-0.0003953,0.235302,1.0,500000,liquid
2024-03-13,SPX,equity_index,4349.4472,0.0143301,0.241204,1.0,500000,liquid
2024-03-14,SPX,equity_index,4283.0432,-0.01538498,0.245986,1.0,500000,liquid
2024-03-15,SPX,equity_index,4250.1566,-0.00770795,0.239852,1.0,500000,liquid
2024-03-18,SPX,equity_index,4292.9124,0.01000955,0.241542,1.0,500000,liquid
2024-03-19,SPX,equity_index,4290.2017,-0.00063163,0.234039,1.0,500000,liquid
2024-03-20,SPX,equity_index,4267.8141,-0.00523198,0.230442,1.0,500000,liquid
2024-03-21,SPX,equity_index,4276.4863,0.00202995,0.2299,1.0,500000,liquid
2024-03-22,SPX,equity_index,4340.2109,0.01479123,0.222845,1.0,500000,liquid
2024-03-25,SPX,equity_index,4391.4037,0.01172597,0.227161,1.0,500000,liquid
2024-03-26,SPX,equity_index,4407.3844,0.0036325,0.224964,1.0,500000,liquid
2024-03-27,SPX,equity_index,4461.7774,0.0122658,0.219333,1.0,500000,liquid
2024-03-28,SPX,equity_index,4448.2361,-0.00303958,0.217205,1.0,500000,liquid
2024-03-29,SPX,equity_index,4556.4685,0.02404025,0.230474,1.0,500000,liquid
2024-04-01,SPX,equity_index,4534.5835,-0.00481465,0.231935,1.0,500000,liquid
2024-04-02,SPX,equity_index,4546.9119,0.00271507,0.205457,1.0,500000,liquid
2024-04-03,SPX,equity_index,4638.7752,0.02000207,0.194666,1.0,500000,liquid
2024-04-04,SPX,equity_index,4562.0782,-0.01667211,0.204407,1.0,500000,liquid
2024-04-05,SPX,equity_index,4548.1059,-0.0030674,0.201793,1.0,500000,liquid
2024-04-08,SPX,equity_index,4550.1261,0.00044409,0.174076,1.0,500000,liquid
2024-04-09,SPX,equity_index,4597.1363,0.01027862,0.175471,1.0,500000,liquid
2024-04-10,SPX,equity_index,4585.9607,-0.00243396,0.171782,1.0,500000,liquid
2024-04-11,SPX,equity_index,4598.7499,0.00278491,0.158042,1.0,500000,liquid
2024-04-12,SPX,equity_index,4603.4519,0.00102192,0.152739,1.0,500000,liquid
2024-04-15,SPX,equity_index,4750.9868,0.03154591,0.180584,1.0,500000,liquid
2024-04-16,SPX,equity_index,4647.0995,-0.0221091,0.204134,1.0,500000,liquid
2024-04-17,SPX,equity_index,4737.4358,0.01925276,0.207922,1.0,500000,liquid
2024-04-18,SPX,equity_index,4608.1545,-0.02766857,0.238448,1.0,500000,liquid
2024-04-19,SPX,equity_index,4566.9219,-0.00898802,0.238764,1.0,500000,liquid
2024-04-22,SPX,equity_index,4391.2184,-0.0392327,0.278062,1.0,500000,liquid
2024-04-23,SPX,equity_index,4286.8104,-0.02406378,0.290368,1.0,500000,liquid
2024-04-24,SPX,equity_index,4534.5734,0.05618806,0.352885,1.0,500000,liquid
2024-04-25,SPX,equity_index,4546.0809,0.00253452,0.352633,1.0,500000,liquid
2024-04-26,SPX,equity_index,4535.4443,-0.00234248,0.342136,1.0,500000,liquid
2024-04-29,SPX,equity_index,4513.7353,-0.00479801,0.342133,1.0,500000,liquid
2024-04-30,SPX,equity_index,4499.3831,-0.00318474,0.342101,1.0,500000,liquid
2024-05-01,SPX,equity_index,4473.3219,-0.00580901,0.333725,1.0,500000,liquid
2024-05-02,SPX,equity_index,4480.8772,0.00168753,0.329218,1.0,500000,liquid
2024-05-03,SPX,equity_index,4480.8832,1.34e-06,0.32913,1.0,500000,liquid
2024-05-06,SPX,equity_index,4477.9172,-0.00066214,0.3291,1.0,500000,liquid
2024-05-07,SPX,equity_index,4505.9765,0.0062466,0.327608,1.0,500000,liquid
2024-05-08,SPX,equity_index,4528.1828,0.00491609,0.32822,1.0,500000,liquid
2024-05-09,SPX,equity_index,4540.6127,0.00274125,0.328214,1.0,500000,liquid
2024-05-10,SPX,equity_index,4585.1125,0.00975267,0.330256,1.0,500000,liquid
2024-05-13,SPX,equity_index,4561.0372,-0.00526458,0.308455,1.0,500000,liquid
2024-05-14,SPX,equity_index,4544.2493,-0.0036875,0.299355,1.0,500000,liquid
2024-05-15,SPX,equity_index,4549.7379,0.00120708,0.289767,1.0,500000,liquid
2024-05-16,SPX,equity_index,4537.3789,-0.00272012,0.273559,1.0,500000,liquid
2024-05-17,SPX,equity_index,4493.6065,-0.00969391,0.273851,1.0,500000,liquid
2024-05-20,SPX,equity_index,4676.5412,0.03990316,0.270636,1.0,500000,liquid
2024-05-21,SPX,equity_index,4657.4706,-0.00408625,0.25269,1.0,500000,liquid
2024-05-22,SPX,equity_index,4644.605,-0.00276619,0.16205,1.0,500000,liquid
2024-05-23,SPX,equity_index,4713.862,0.0148012,0.169088,1.0,500000,liquid
2024-05-24,SPX,equity_index,4801.5257,0.01842619,0.178148,1.0,500000,liquid
2024-05-27,SPX,equity_index,4784.5962,-0.00353208,0.177483,1.0,500000,liquid
2024-05-28,SPX,equity_index,4877.3466,0.01919971,0.184912,1.0,500000,liquid
2024-05-29,SPX,equity_index,4869.3949,-0.00163166,0.182542,1.0,500000,liquid
2024-05-30,SPX,equity_index,4955.975,0.01762423,0.18826,1.0,500000,liquid
2024-05-31,SPX,equity_index,4949.56,-0.00129523,0.188776,1.0,500000,liquid
2024-06-03,SPX,equity_index,5024.5426,0.01503574,0.190773,1.0,500000,liquid
2024-06-04,SPX,equity_index,4963.5619,-0.01221082,0.201117,1.0,500000,liquid
2024-06-05,SPX,equity_index,4927.0716,-0.00737878,0.205734,1.0,500000,liquid
2024-06-06,SPX,equity_index,5037.7668,0.02221807,0.215271,1.0,500000,liquid
2024-06-07,SPX,equity_index,5041.6325,0.00076704,0.215111,1.0,500000,liquid
2024-06-10,SPX,equity_index,4886.8822,-0.03117542,0.248218,1.0,500000,liquid
2024-06-11,SPX,equity_index,4826.1789,-0.01249948,0.253494,1.0,500000,liquid
2024-06-12,SPX,equity_index,4887.82,0.01269137,0.255679,1.0,500000,liquid
2024-06-13,SPX,equity_index,4947.0666,0.01204841,0.256223,1.0,500000,liquid
2024-06-14,SPX,equity_index,4969.6932,0.00456331,0.25082,1.0,500000,liquid
2024-06-17,SPX,equity_index,4961.5515,-0.00163962,0.215017,1.0,500000,liquid
2024-06-18,SPX,equity_index,4895.2143,-0.01346045,0.221565,1.0,500000,liquid
2024-06-19,SPX,equity_index,4835.1937,-0.01233686,0.227111,1.0,500000,liquid
2024-06-20,SPX,equity_index,4884.9839,0.0102448,0.224266,1.0,500000,liquid
2024-06-21,SPX,equity_index,4924.3809,0.00803258,0.216951,1.0,500000,liquid
2024-06-24,SPX,equity_index,5076.6235,0.03044781,0.239361,1.0,500000,liquid
2024-06-25,SPX,equity_index,5194.8694,0.02302512,0.243158,1.0,500000,liquid
2024-06-26,SPX,equity_index,5360.3696,0.03136145,0.262018,1.0,500000,liquid
2024-06-27,SPX,equity_index,5221.4488,-0.02625803,0.279271,1.0,500000,liquid
2024-06-28,SPX,equity_index,5251.9739,0.00582909,0.279095,1.0,500000,liquid
2024-07-01,SPX,equity_index,5108.8719,-0.02762538,0.29524,1.0,500000,liquid
2024-07-02,SPX,equity_index,5145.4794,0.00713993,0.291872,1.0,500000,liquid
2024-07-03,SPX,equity_index,5189.8261,0.00858164,0.290712,1.0,500000,liquid
2024-07-04,SPX,equity_index,5142.6355,-0.0091345,0.283868,1.0,500000,liquid
2024-07-05,SPX,equity_index,5202.101,0.01149688,0.286281,1.0,500000,liquid
2024-07-08,SPX,equity_index,5184.591,-0.00337163,0.259902,1.0,500000,liquid
2024-07-09,SPX,equity_index,4976.8842,-0.04088691,0.298901,1.0,500000,liquid
2024-07-10,SPX,equity_index,4798.4965,-0.0365014,0.324466,1.0,500000,liquid
2024-07-11,SPX,equity_index,4782.9307,-0.00324916,0.320879,1.0,500000,liquid
2024-07-12,SPX,equity_index,4862.7883,0.01655853,0.326749,1.0,500000,liquid
2024-07-15,SPX,equity_index,4858.8999,-0.00079996,0.326744,1.0,500000,liquid
2024-07-16,SPX,equity_index,4797.7287,-0.01266942,0.326357,1.0,500000,liquid
2024-07-17,SPX,equity_index,4739.1721,-0.01228017,0.326331,1.0,500000,liquid
2024-07-18,SPX,equity_index,4916.8592,0.03680749,0.351152,1.0,500000,liquid
2024-07-19,SPX,equity_index,4863.6825,-0.01087408,0.35206,1.0,500000,liquid
2024-07-22,SPX,equity_index,4782.8939,-0.01675008,0.33633,1.0,500000,liquid
2024-07-23,SPX,equity_index,4735.9726,-0.00985867,0.322581,1.0,500000,liquid
2024-07-24,SPX,equity_index,4762.4047,0.00556561,0.296343,1.0,500000,liquid
2024-07-25,SPX,equity_index,4776.6045,0.00297723,0.28777,1.0,500000,liquid
2024-07-26,SPX,equity_index,4714.9066,-0.01300083,0.286607,1.0,500000,liquid
2024-07-29,SPX,equity_index,4771.7402,0.01198194,0.280272,1.0,500000,liquid
2024-07-30,SPX,equity_index,4783.4631,0.00245373,0.278419,1.0,500000,liquid
2024-07-31,SPX,equity_index,4787.2966,0.00080108,0.275238,1.0,500000,liquid
2024-08-01,SPX,equity_index,4743.2859,-0.00923575,0.275263,1.0,500000,liquid
2024-08-02,SPX,equity_index,4768.1693,0.00523231,0.271445,1.0,500000,liquid
2024-08-05,SPX,equity_index,4585.2832,-0.03911055,0.298066,1.0,500000,liquid
2024-08-06,SPX,equity_index,4575.8043,-0.0020694,0.268426,1.0,500000,liquid
2024-08-07,SPX,equity_index,4528.1957,-0.01045892,0.241422,1.0,500000,liquid
2024-08-08,SPX,equity_index,4513.474,-0.00325641,0.241423,1.0,500000,liquid
2024-08-09,SPX,equity_index,4500.0022,-0.00298926,0.230239,1.0,500000,liquid
2024-08-12,SPX,equity_index,4500.1758,3.857e-05,0.230407,1.0,500000,liquid
2024-08-13,SPX,equity_index,4577.0011,0.01692755,0.239141,1.0,500000,liquid
2024-08-14,SPX,equity_index,4573.6443,-0.00073367,0.236281,1.0,500000,liquid
2024-08-15,SPX,equity_index,4606.8191,0.00722729,0.191252,1.0,500000,liquid
2024-08-16,SPX,equity_index,4634.7445,0.00604345,0.191742,1.0,500000,liquid
2024-08-19,SPX,equity_index,4657.6803,0.00493647,0.185586,1.0,500000,liquid
2024-08-20,SPX,equity_index,4644.5727,-0.00281816,0.182957,1.0,500000,liquid
2024-08-21,SPX,equity_index,4598.1549,-0.01004425,0.183944,1.0,500000,liquid
2024-08-22,SPX,equity_index,4656.4312,0.01259419,0.190284,1.0,500000,liquid
2024-08-23,SPX,equity_index,4612.4012,-0.00950072,0.187812,1.0,500000,liquid
2024-08-26,SPX,equity_index,4585.4285,-0.00586503,0.181918,1.0,500000,liquid
2024-08-27,SPX,equity_index,4569.3967,-0.00350238,0.181215,1.0,500000,liquid
2024-08-28,SPX,equity_index,4608.8868,0.00860518,0.185056,1.0,500000,liquid
2024-08-29,SPX,equity_index,4579.7046,-0.00635185,0.183819,1.0,500000,liquid
2024-08-30,SPX,equity_index,4504.5539,-0.01654565,0.189021,1.0,500000,liquid
2024-09-02,SPX,equity_index,4497.6204,-0.00154041,0.131797,1.0,500000,liquid
2024-09-03,SPX,equity_index,4574.5475,0.01695934,0.146204,1.0,500000,liquid
2024-09-04,SPX,equity_index,4674.7379,0.02166531,0.159617,1.0,500000,liquid
2024-09-05,SPX,equity_index,4652.7251,-0.00472,0.16029,1.0,500000,liquid
2024-09-06,SPX,equity_index,4696.8444,0.00943779,0.161717,1.0,500000,liquid
2024-09-09,SPX,equity_index,4516.5669,-0.03913872,0.218349,1.0,500000,liquid
2024-09-10,SPX,equity_index,4474.8805,-0.00927253,0.211394,1.0,500000,liquid
2024-09-11,SPX,equity_index,4460.3123,-0.00326085,0.211521,1.0,500000,liquid
2024-09-12,SPX,equity_index,4416.6764,-0.00983131,0.211116,1.0,500000,liquid
2024-09-13,SPX,equity_index,4434.0454,0.00392487,0.210162,1.0,500000,liquid
2024-09-16,SPX,equity_index,4548.7446,0.02553895,0.231136,1.0,500000,liquid
2024-09-17,SPX,equity_index,4486.9255,-0.01368357,0.235335,1.0,500000,liquid
2024-09-18,SPX,equity_index,4437.4371,-0.01109073,0.235855,1.0,500000,liquid
2024-09-19,SPX,equity_index,4441.1164,0.0008288,0.229969,1.0,500000,liquid
2024-09-20,SPX,equity_index,4483.5863,0.00951746,0.232044,1.0,500000,liquid
2024-09-23,SPX,equity_index,4511.809,0.00627494,0.232956,1.0,500000,liquid
2024-09-24,SPX,equity_index,4508.384,-0.00075941,0.232739,1.0,500000,liquid
2024-09-25,SPX,equity_index,4527.4094,0.00421112,0.230932,1.0,500000,liquid
2024-09-26,SPX,equity_index,4603.2083,0.01660362,0.238001,1.0,500000,liquid
2024-09-27,SPX,equity_index,4395.0035,-0.0462852,0.28468,1.0,500000,liquid
2024-09-30,SPX,equity_index,4349.4096,-0.01042821,0.28655,1.0,500000,liquid
2024-10-01,SPX,equity_index,4264.7958,-0.01964581,0.284429,1.0,500000,liquid
2024-10-02,SPX,equity_index,4403.0705,0.03190784,0.29843,1.0,500000,liquid
2024-10-03,SPX,equity_index,4604.7847,0.04479378,0.34305,1.0,500000,liquid
2024-10-04,SPX,equity_index,4576.1968,-0.00622766,0.341524,1.0,500000,liquid
2024-10-07,SPX,equity_index,4605.4135,0.0063642,0.311538,1.0,500000,liquid
2024-10-08,SPX,equity_index,4583.3196,-0.00480892,0.30999,1.0,500000,liquid
2024-10-09,SPX,equity_index,4553.5355,-0.00651957,0.310826,1.0,500000,liquid
2024-10-10,SPX,equity_index,4604.9427,0.01122626,0.31005,1.0,500000,liquid
2024-10-11,SPX,equity_index,4551.5875,-0.01165415,0.313735,1.0,500000,liquid
2024-10-14,SPX,equity_index,4585.1961,0.00735681,0.30151,1.0,500000,liquid
2024-10-15,SPX,equity_index,4622.1475,0.00802654,0.297888,1.0,500000,liquid
2024-10-16,SPX,equity_index,4718.796,0.02069427,0.301436,1.0,500000,liquid
2024-10-17,SPX,equity_index,4738.2264,0.00410921,0.301337,1.0,500000,liquid
2024-10-18,SPX,equity_index,4702.7067,-0.00752467,0.302696,1.0,500000,liquid
2024-10-21,SPX,equity_index,4511.604,-0.04148548,0.339763,1.0,500000,liquid
2024-10-22,SPX,equity_index,4676.3923,0.03587418,0.362784,1.0,500000,liquid
2024-10-23,SPX,equity_index,4656.8784,-0.00418158,0.363277,1.0,500000,liquid
2024-10-24,SPX,equity_index,4604.6859,-0.01127088,0.361283,1.0,500000,liquid
2024-10-25,SPX,equity_index,4537.9445,-0.01460032,0.322893,1.0,500000,liquid
2024-10-28,SPX,equity_index,4548.6649,0.00235961,0.31975,1.0,500000,liquid
2024-10-29,SPX,equity_index,4621.1221,0.0158038,0.31224,1.0,500000,liquid
2024-10-30,SPX,equity_index,4608.1311,-0.00281518,0.294943,1.0,500000,liquid
2024-10-31,SPX,equity_index,4754.5205,0.03127346,0.272114,1.0,500000,liquid
2024-11-01,SPX,equity_index,4780.2853,0.00540438,0.270806,1.0,500000,liquid
2024-11-04,SPX,equity_index,4860.0842,0.01655553,0.275273,1.0,500000,liquid
2024-11-05,SPX,equity_index,4858.6195,-0.00030141,0.274106,1.0,500000,liquid
2024-11-06,SPX,equity_index,4848.5883,-0.00206675,0.272525,1.0,500000,liquid
2024-11-07,SPX,equity_index,4883.1012,0.00709293,0.27129,1.0,500000,liquid
2024-11-08,SPX,equity_index,4925.9595,0.00873855,0.26636,1.0,500000,liquid
2024-11-11,SPX,equity_index,4865.4168,-0.01236669,0.272154,1.0,500000,liquid
2024-11-12,SPX,equity_index,4990.1882,0.02532124,0.283122,1.0,500000,liquid
2024-11-13,SPX,equity_index,4982.3287,-0.00157622,0.276487,1.0,500000,liquid
2024-11-14,SPX,equity_index,5074.89,0.01840746,0.282045,1.0,500000,liquid
2024-11-15,SPX,equity_index,5038.8444,-0.00712809,0.281844,1.0,500000,liquid
2024-11-18,SPX,equity_index,5070.2546,0.00621426,0.226374,1.0,500000,liquid
2024-11-19,SPX,equity_index,5046.6465,-0.00466707,0.199128,1.0,500000,liquid
2024-11-20,SPX,equity_index,5220.1386,0.0338,0.223108,1.0,500000,liquid
2024-11-21,SPX,equity_index,5070.157,-0.02915218,0.248716,1.0,500000,liquid
2024-11-22,SPX,equity_index,5009.9102,-0.01195379,0.24614,1.0,500000,liquid
2024-11-25,SPX,equity_index,4987.6792,-0.00444728,0.248266,1.0,500000,liquid
2024-11-26,SPX,equity_index,5081.2493,0.01858646,0.25012,1.0,500000,liquid
2024-11-27,SPX,equity_index,5118.7298,0.00734915,0.248643,1.0,500000,liquid
2024-11-28,SPX,equity_index,5118.0478,-0.00013323,0.229292,1.0,500000,liquid
2024-11-29,SPX,equity_index,5117.2373,-0.00015839,0.229589,1.0,500000,liquid
2024-12-02,SPX,equity_index,5039.3601,-0.01533559,0.233241,1.0,500000,liquid
2024-12-03,SPX,equity_index,4974.9216,-0.0128695,0.238948,1.0,500000,liquid
2024-12-04,SPX,equity_index,4724.337,-0.05168237,0.303958,1.0,500000,liquid
2024-12-05,SPX,equity_index,4801.5709,0.01621591,0.308982,1.0,500000,liquid
2024-12-06,SPX,equity_index,4699.2875,-0.02153225,0.315155,1.0,500000,liquid
2024-12-09,SPX,equity_index,4702.0863,0.00059542,0.313045,1.0,500000,liquid
2024-12-10,SPX,equity_index,4717.2214,0.00321364,0.297162,1.0,500000,liquid
2024-12-11,SPX,equity_index,4810.1549,0.01950933,0.307569,1.0,500000,liquid
2024-12-12,SPX,equity_index,4851.3876,0.00853548,0.300908,1.0,500000,liquid
2024-12-13,SPX,equity_index,4746.2425,-0.02191151,0.308564,1.0,500000,liquid
2024-12-16,SPX,equity_index,4835.0991,0.01854837,0.31645,1.0,500000,liquid
2024-12-17,SPX,equity_index,4782.9882,-0.01083613,0.317797,1.0,500000,liquid
2024-12-18,SPX,equity_index,4741.2247,-0.00877004,0.287457,1.0,500000,liquid
2024-12-19,SPX,equity_index,4781.7045,0.00850161,0.276014,1.0,500000,liquid
2024-12-20,SPX,equity_index,4841.567,0.01244135,0.279002,1.0,500000,liquid
2024-12-23,SPX,equity_index,4875.2791,0.00693894,0.280444,1.0,500000,liquid
2024-12-24,SPX,equity_index,4881.3595,0.00124641,0.270857,1.0,500000,liquid
2024-12-25,SPX,equity_index,4942.6558,0.01247904,0.273804,1.0,500000,liquid
2024-12-26,SPX,equity_index,4952.9625,0.00208308,0.27409,1.0,500000,liquid
2024-12-27,SPX,equity_index,4971.7445,0.0037849,0.274729,1.0,500000,liquid
2024-12-30,SPX,equity_index,4977.9257,0.00124249,0.269869,1.0,500000,liquid
2024-12-31,SPX,equity_index,4975.0302,-0.00058183,0.265964,1.0,500000,liquid
2025-01-01,SPX,equity_index,4975.6691,0.0001284,0.183109,1.0,500000,liquid
2025-01-02,SPX,equity_index,4956.9547,-0.00376827,0.177027,1.0,500000,liquid
2025-01-03,SPX,equity_index,4883.29,-0.0149724,0.166903,1.0,500000,liquid
2025-01-06,SPX,equity_index,4934.2092,0.01037323,0.169463,1.0,500000,liquid
2025-01-07,SPX,equity_index,4977.7442,0.00878441,0.170961,1.0,500000,liquid
2025-01-08,SPX,equity_index,4980.9898,0.0006518,0.15904,1.0,500000,liquid
2025-01-09,SPX,equity_index,4999.4999,0.00370927,0.157219,1.0,500000,liquid
2025-01-10,SPX,equity_index,5070.1009,0.01402283,0.136633,1.0,500000,liquid
2025-01-13,SPX,equity_index,5051.7976,-0.00361659,0.12607,1.0,500000,liquid
2025-01-14,SPX,equity_index,5019.1945,-0.00647467,0.120938,1.0,500000,liquid
2025-01-15,SPX,equity_index,4984.6493,-0.00690642,0.118815,1.0,500000,liquid
2025-01-16,SPX,equity_index,4998.2118,0.00271716,0.116698,1.0,500000,liquid
2025-01-17,SPX,equity_index,4979.0527,-0.00384055,0.111989,1.0,500000,liquid
2025-01-20,SPX,equity_index,5009.6547,0.00612733,0.111492,1.0,500000,liquid
2025-01-21,SPX,equity_index,4898.4174,-0.02245481,0.139927,1.0,500000,liquid
2025-01-22,SPX,equity_index,4893.5456,-0.00099506,0.132171,1.0,500000,liquid
2025-01-23,SPX,equity_index,4908.5536,0.00306221,0.132471,1.0,500000,liquid
2025-01-24,SPX,equity_index,4878.5892,-0.00612324,0.132937,1.0,500000,liquid
2025-01-27,SPX,equity_index,4865.8697,-0.00261062,0.132799,1.0,500000,liquid
2025-01-28,SPX,equity_index,4854.2578,-0.00238924,0.132854,1.0,500000,liquid
2025-01-29,SPX,equity_index,4962.5087,0.02205517,0.156516,1.0,500000,liquid
2025-01-30,SPX,equity_index,4972.3124,0.00197361,0.156074,1.0,500000,liquid
2025-01-31,SPX,equity_index,4940.605,-0.0063972,0.147799,1.0,500000,liquid
2025-02-03,SPX,equity_index,4918.3958,-0.00450537,0.144118,1.0,500000,liquid
2025-02-04,SPX,equity_index,4935.0332,0.00337699,0.14091,1.0,500000,liquid
2025-02-05,SPX,equity_index,4972.4256,0.00754835,0.143711,1.0,500000,liquid
2025-02-06,SPX,equity_index,4968.9877,-0.00069162,0.143017,1.0,500000,liquid
2025-02-07,SPX,equity_index,5056.3562,0.01742996,0.14797,1.0,500000,liquid
2025-02-10,SPX,equity_index,5019.8905,-0.00723799,0.149649,1.0,500000,liquid
2025-02-11,SPX,equity_index,4971.0596,-0.0097751,0.151892,1.0,500000,liquid
2025-02-12,SPX,equity_index,4702.6199,-0.05551324,0.247232,1.0,500000,liquid
2025-02-13,SPX,equity_index,4689.5236,-0.00278877,0.24634,1.0,500000,liquid
2025-02-14,SPX,equity_index,4699.1582,0.00205238,0.24702,1.0,500000,liquid
2025-02-17,SPX,equity_index,4597.4959,-0.02187161,0.253372,1.0,500000,liquid
2025-02-18,SPX,equity_index,4679.5545,0.01769113,0.255272,1.0,500000,liquid
2025-02-19,SPX,equity_index,4548.5306,-0.02839868,0.271455,1.0,500000,liquid
2025-02-20,SPX,equity_index,4526.2535,-0.00490968,0.27031,1.0,500000,liquid
2025-02-21,SPX,equity_index,4601.0893,0.01639852,0.279683,1.0,500000,liquid
2025-02-24,SPX,equity_index,4652.3187,0.01107266,0.284072,1.0,500000,liquid
2025-02-25,SPX,equity_index,4658.4376,0.00131437,0.284351,1.0,500000,liquid
2025-02-26,SPX,equity_index,4638.6021,-0.00426706,0.26972,1.0,500000,liquid
2025-02-27,SPX,equity_index,4568.666,-0.01519178,0.272077,1.0,500000,liquid
2025-02-28,SPX,equity_index,4532.0493,-0.00804705,0.272314,1.0,500000,liquid
2025-03-03,SPX,equity_index,4506.7463,-0.00559877,0.272352,1.0,500000,liquid
2025-03-04,SPX,equity_index,4573.7659,0.01476147,0.27955,1.0,500000,liquid
2025-03-05,SPX,equity_index,4458.0529,-0.02562481,0.286403,1.0,500000,liquid
2025-03-06,SPX,equity_index,4466.0297,0.0017877,0.287085,1.0,500000,liquid
2025-03-07,SPX,equity_index,4575.9428,0.02431294,0.295248,1.0,500000,liquid
2025-03-10,SPX,equity_index,4563.3406,-0.0027578,0.295224,1.0,500000,liquid
2025-03-11,SPX,equity_index,4580.9114,0.00384303,0.296117,1.0,500000,liquid
2025-03-12,SPX,equity_index,4595.2488,0.00312492,0.225871,1.0,500000,liquid
